lemRank,lemma,word
1778,record,record
1778,record,recording
1778,record,records
1779,danger,danger
1779,danger,dangers
1780,emotional,emotional
1781,knee,knees
1781,knee,knee
1781,knee,kneeing
1782,ass,ass
1782,ass,asses
1783,capture,captured
1783,capture,capture
1783,capture,capturing
1783,capture,captures
1784,traffic,traffic
1784,traffic,traffics
1785,fucking,fucking
1785,fucking,fuckin
1786,outside,outside
1786,outside,out-side
1787,now,now
1788,train,train
1788,train,trains
1789,plate,plate
1789,plate,plates
1790,equipment,equipment
1790,equipment,equipments
1791,select,selected
1791,select,select
1791,select,selecting
1791,select,selects
1792,file,filed
1792,file,file
1792,file,filing
1792,file,files
1793,studio,studio
1793,studio,studios
1794,expensive,expensive
1795,secret,secret
1795,secret,secrets
1796,engine,engine
1796,engine,engines
1797,adopt,adopted
1797,adopt,adopt
1797,adopt,adopting
1797,adopt,adopts
1798,luck,luck
1798,luck,lucks
1799,via,via
1800,pm,p.m.
1800,pm,pm
1801,panel,panel
1801,panel,panels
1802,hero,hero
1802,hero,heroes
1802,hero,heros
1803,circle,circle
1803,circle,circles
1804,critic,critics
1804,critic,critic
1805,solve,solve
1805,solve,solved
1805,solve,solving
1805,solve,solves
1806,busy,busy
1806,busy,busiest
1806,busy,busier
1807,episode,episode
1807,episode,episodes
1808,back,back
1808,back,backed
1808,back,backing
1808,back,backs
1809,check,check
1809,check,checks
1810,requirement,requirements
1810,requirement,requirement
1811,politician,politicians
1811,politician,politician
1812,rain,rain
1812,rain,rains
1813,colleague,colleagues
1813,colleague,colleague
1814,disappear,disappeared
1814,disappear,disappear
1814,disappear,disappears
1814,disappear,disappearing
1815,beer,beer
1815,beer,beers
1816,predict,predict
1816,predict,predicted
1816,predict,predicting
1816,predict,predicts
1817,exercise,exercise
1817,exercise,exercises
1817,exercise,exercising
1818,tired,tired
1819,democracy,democracy
1819,democracy,democracies
1820,ultimately,ultimately
1821,setting,setting
1821,setting,settings
1822,honor,honor
1822,honor,honors
1822,honor,honour
1822,honor,honours
1823,works,works
1824,unfortunately,unfortunately
1825,theme,theme
1825,theme,themes
1826,issue,issued
1826,issue,issue
1826,issue,issuing
1826,issue,issues
1827,male,male
1827,male,males
1828,clean,clean
1828,clean,cleaning
1828,clean,cleaned
1828,clean,cleans
1829,United,united
1830,pool,pool
1830,pool,pools
1831,educational,educational
1832,empty,empty
1832,empty,emptier
1832,empty,emptiest
1833,comfortable,comfortable
1834,investigate,investigate
1834,investigate,investigating
1834,investigate,investigated
1834,investigate,investigates
1835,useful,useful
1836,pocket,pocket
1836,pocket,pockets
1837,digital,digital
1838,plenty,plenty
1839,entirely,entirely
1840,fear,fear
1840,fear,feared
1840,fear,fearing
1840,fear,fears
1841,afford,afford
1841,afford,afforded
1841,afford,affords
1841,afford,affording
1842,sugar,sugar
1842,sugar,sugars
1843,teaching,teaching
1843,teaching,teachings
1844,conservative,conservative
1845,chairman,chairman
1845,chairman,chairmen
1845,chairman,chairmans
1846,error,error
1846,error,errors
1847,bridge,bridge
1847,bridge,bridges
1848,tall,tall
1848,tall,taller
1848,tall,tallest
1849,specifically,specifically
1850,flower,flowers
1850,flower,flower
1851,though,though
1852,universe,universe
1852,universe,universes
1853,live,live
1854,acknowledge,acknowledge
1854,acknowledge,acknowledged
1854,acknowledge,acknowledges
1854,acknowledge,acknowledging
1855,limit,limits
1855,limit,limit
1856,coverage,coverage
1856,coverage,coverages
1857,crew,crew
1857,crew,crews
1858,locate,located
1858,locate,locate
1858,locate,locating
1858,locate,locates
1859,balance,balance
1859,balance,balances
1860,equal,equal
1861,lip,lips
1861,lip,lip
1862,lean,leaned
1862,lean,leaning
1862,lean,lean
1862,lean,leans
1862,lean,leant
1863,zone,zone
1863,zone,zones
1864,wedding,wedding
1864,wedding,weddings
1865,copy,copy
1865,copy,copies
1866,score,scored
1866,score,score
1866,score,scoring
1866,score,scores
1867,joke,joke
1867,joke,jokes
1868,used,used
1869,clear,clear
1869,clear,cleared
1869,clear,clearing
1869,clear,clears
1870,bear,bear
1870,bear,bearing
1870,bear,bears
1870,bear,borne
1870,bear,beared
1871,meal,meal
1871,meal,meals
1872,review,review
1872,review,reviewed
1872,review,reviewing
1872,review,reviews
1873,minority,minority
1873,minority,minorities
1874,sight,sight
1874,sight,sights
1875,sleep,sleep
1876,Russian,russian
1877,dress,dress
1877,dress,dresses
1878,release,release
1878,release,releases
1879,Soviet,soviet
1880,profit,profit
1880,profit,profits
1881,challenge,challenge
1881,challenge,challenged
1881,challenge,challenging
1881,challenge,challenges
1882,careful,careful
1882,careful,care-ful
1883,gender,gender
1883,gender,genders
1884,tape,tape
1884,tape,tapes
1885,ocean,ocean
1885,ocean,oceans
1886,Unidentified,unidentified
1887,host,host
1887,host,hosts
1887,host,hosting
1888,grant,granted
1888,grant,grant
1888,grant,grants
1888,grant,granting
1889,circumstance,circumstances
1889,circumstance,circumstance
1890,late,late
1891,boss,boss
1891,boss,bosses
1892,declare,declared
1892,declare,declare
1892,declare,declaring
1892,declare,declares
1893,domestic,domestic
1894,tea,tea
1894,tea,teas
1895,organize,organized
1895,organize,organize
1895,organize,organizing
1895,organize,organizes
1895,organize,organised
1895,organize,organise
1895,organize,organising
1895,organize,organises
1896,English,english
1897,neither,neither
1898,either,either
1899,official,official
1900,surround,surrounded
1900,surround,surrounding
1900,surround,surround
1900,surround,surrounds
1901,manner,manner
1901,manner,manners
1902,surprised,surprised
1902,surprised,sur-prised
1903,percentage,percentage
1903,percentage,percentages
1904,massive,massive
1905,cloud,cloud
1905,cloud,clouds
1906,winner,winner
1906,winner,winners
1907,honest,honest
1908,standard,standard
1909,propose,proposed
1909,propose,propose
1909,propose,proposing
1909,propose,proposes
1910,rely,rely
1910,rely,relied
1910,rely,relying
1910,rely,relies
1911,plus,plus
1912,sentence,sentence
1912,sentence,sentences
1913,request,request
1913,request,requests
1914,appearance,appearance
1914,appearance,appearances
1915,regarding,regarding
1916,excellent,excellent
1917,criminal,criminal
1918,salt,salt
1918,salt,salts
1919,beauty,beauty
1919,beauty,beauties
1920,bottle,bottle
1920,bottle,bottles
1921,component,components
1921,component,component
1922,under,under
1923,fee,fees
1923,fee,fee
1924,Jewish,jewish
1925,yours,yours
1926,dry,dry
1926,dry,drier
1926,dry,driest
1927,dance,dance
1927,dance,dances
1928,shirt,shirt
1928,shirt,shirts
1929,tip,tip
1929,tip,tips
1929,tip,tipi
1930,plastic,plastic
1930,plastic,plastics
1931,Indian,indian
1932,mark,marked
1932,mark,mark
1932,mark,marks
1932,mark,marking
1933,tooth,teeth
1933,tooth,tooth
1933,tooth,tooths
1934,meat,meat
1934,meat,meats
1935,stress,stress
1935,stress,stresses
1936,illegal,illegal
1937,significantly,significantly
1938,february,february
1939,constitution,constitution
1939,constitution,constitutions
1940,definition,definition
1940,definition,definitions
1941,uncle,uncle
1941,uncle,uncles
1942,metal,metal
1942,metal,metals
1943,album,album
1943,album,albums
1944,self,self
1944,self,selves
1945,suppose,suppose
1945,suppose,supposed
1945,suppose,supposes
1945,suppose,supposing
1946,investor,investors
1946,investor,investor
1947,fruit,fruit
1947,fruit,fruits
1948,holy,holy
1948,holy,holiest
1948,holy,holier
1948,holy,ho-ly
1949,desk,desk
1949,desk,desks
1950,eastern,eastern
1951,valley,valley
1951,valley,valleys
1952,largely,largely
1953,abortion,abortion
1953,abortion,abortions
1954,chapter,chapter
1954,chapter,chapters
1955,commitment,commitment
1955,commitment,commitments
1956,celebrate,celebrate
1956,celebrate,celebrating
1956,celebrate,celebrated
1956,celebrate,celebrates
1957,arrest,arrested
1957,arrest,arrest
1957,arrest,arresting
1957,arrest,arrests
1958,dance,dance
1958,dance,dancing
1958,dance,danced
1958,dance,dances
1959,prime,prime
1960,urban,urban
1961,internal,internal
1961,internal,internals
1962,bother,bother
1962,bother,bothered
1962,bother,bothering
1962,bother,bothers
1963,proposal,proposal
1963,proposal,proposals
1964,shift,shift
1964,shift,shifted
1964,shift,shifting
1964,shift,shifts
1965,capacity,capacity
1965,capacity,capacities
1966,guilty,guilty
1966,guilty,guiltier
1966,guilty,guiltiest
1967,warn,warned
1967,warn,warn
1967,warn,warns
1967,warn,warning
1968,influence,influence
1968,influence,influenced
1968,influence,influencing
1968,influence,influences
1969,weak,weak
1969,weak,weaker
1969,weak,weakest
1970,except,except
1971,Catholic,catholic
1972,nose,nose
1972,nose,noses
1973,variable,variables
1973,variable,variable
1974,convention,convention
1974,convention,conventions
1975,jury,jury
1975,jury,juries
1976,root,roots
1976,root,root
1977,incident,incident
1977,incident,incidents
1978,climb,climb
1978,climb,climbed
1978,climb,climbing
1978,climb,climbs
1979,hearing,hearing
1979,hearing,hearings
1980,everywhere,everywhere
1980,everywhere,every-where
1981,payment,payment
1981,payment,payments
1982,bear,bear
1982,bear,bears
1982,bear,bearing
1983,conclude,concluded
1983,conclude,conclude
1983,conclude,concludes
1983,conclude,concluding
1984,scream,screaming
1984,scream,scream
1984,scream,screamed
1984,scream,screams
1985,surgery,surgery
1985,surgery,surgeries
1986,shadow,shadow
1986,shadow,shadows
1987,witness,witness
1987,witness,witnesses
1988,increasingly,increasingly
1989,chest,chest
1989,chest,chests
1990,amendment,amendment
1990,amendment,amendments
1991,paint,painted
1991,paint,paint
1991,paint,painting
1991,paint,paints
1992,secret,secret
1993,complain,complain
1993,complain,complained
1993,complain,complaining
1993,complain,complains
1994,extent,extent
1994,extent,extents
1995,pleasure,pleasure
1995,pleasure,pleasures
1996,nod,nodded
1996,nod,nods
1996,nod,nodding
1996,nod,nod
1997,holiday,holiday
1997,holiday,holidays
1998,super,super
1999,talent,talent
1999,talent,talents
2000,necessarily,necessarily
2001,liberal,liberal
2002,expectation,expectations
2002,expectation,expectation
2003,ride,ride
2003,ride,rides
2004,accuse,accused
2004,accuse,accusing
2004,accuse,accuse
2004,accuse,accuses
2005,knock,knocked
2005,knock,knock
2005,knock,knocking
2005,knock,knocks
2006,previously,previously
2007,wing,wing
2007,wing,wings
2008,corporation,corporations
2008,corporation,corporation
2009,sector,sector
2009,sector,sectors
2010,fat,fat
2010,fat,fats
2011,experiment,experiment
2011,experiment,experiments
2012,match,match
2012,match,matched
2012,match,matches
2012,match,matching
2013,thin,thin
2013,thin,thinner
2013,thin,thinnest
2014,farmer,farmers
2014,farmer,farmer
2015,rare,rare
2015,rare,rarer
2015,rare,rarest
2016,English,english
2016,English,englishes
2017,confidence,confidence
2017,confidence,confidences
2018,bunch,bunch
2018,bunch,bunches
2019,bet,bet
2019,bet,betting
2019,bet,bets
2020,cite,cited
2020,cite,citing
2020,cite,cite
2020,cite,cites
2021,northern,northern
2022,speaker,speaker
2022,speaker,speakers
2023,breast,breast
2023,breast,breasts
2024,contribution,contributions
2024,contribution,contribution
2025,leaf,leaves
2025,leaf,leaf
2025,leaf,leafs
2026,creative,creative
2027,interaction,interaction
2027,interaction,interactions
2028,hat,hat
2028,hat,hats
2029,doubt,doubt
2029,doubt,doubts
2030,promise,promise
2030,promise,promises
2031,pursue,pursue
2031,pursue,pursuing
2031,pursue,pursued
2031,pursue,pursues
2032,overall,overall
2032,overall,over-all
2033,nurse,nurse
2033,nurse,nurses
2034,question,question
2034,question,questioned
2034,question,questioning
2034,question,questions
2035,long-term,long-term
2035,long-term,longterm
2036,gene,genes
2036,gene,gene
2037,package,package
2037,package,packages
2038,weird,weird
2038,weird,weirdest
2038,weird,weirder
2039,difficulty,difficulty
2039,difficulty,difficulties
2040,hardly,hardly
2041,daddy,daddy
2041,daddy,daddies
2042,estimate,estimated
2042,estimate,estimates
2042,estimate,estimate
2042,estimate,estimating
2043,list,listed
2043,list,list
2043,list,lists
2043,list,listing
2044,era,era
2044,era,eras
2045,comment,comment
2045,comment,commented
2045,comment,commenting
2045,comment,comments
2046,aid,aid
2047,vs,vs
2048,invest,invest
2048,invest,invested
2048,invest,investing
2048,invest,invests
2049,personally,personally
2050,notion,notion
2050,notion,notions
2051,explanation,explanation
2051,explanation,explanations
2052,airport,airport
2052,airport,airports
2052,airport,air-port
2053,chain,chain
2053,chain,chains
2054,expose,exposed
2054,expose,expose
2054,expose,exposing
2054,expose,exposes
2055,lock,locked
2055,lock,lock
2055,lock,locking
2055,lock,locks
2056,convince,convince
2056,convince,convinced
2056,convince,convincing
2056,convince,convinces
2057,channel,channel
2057,channel,channels
2058,carefully,carefully
2059,tear,tears
2059,tear,tear
2060,estate,estate
2060,estate,estates
2061,initial,initial
2062,offer,offer
2062,offer,offers
2063,purchase,purchased
2063,purchase,purchase
2063,purchase,purchasing
2063,purchase,purchases
2064,guide,guide
2064,guide,guides
2065,forth,forth
2066,his,his
2067,bond,bonds
2067,bond,bond
2068,birthday,birthday
2068,birthday,birthdays
2069,travel,travel
2069,travel,travels
2069,travel,travelling
2070,pray,pray
2070,pray,praying
2070,pray,prayed
2070,pray,prays
2071,improvement,improvement
